No,S0,S1,S2,S3,DOP_calculated,Azimuth_original [°],PER_original [dB],Intensity_original [%],Timestamp,DOP [%],Azimuth_calculated [°],Ellipticity_angle [°],Ellipticity_ratio,Linear_DOP [%],Circular_DOP [%]
13,0.077,0.017487859277590435,0.0184928926822231,0.0548250464945628,0.785,23.3,2.7,7.7,"28.05.2025, 19:33:24",78.5,23.300000000000004,32.5486165717513,0.6382638042953618,33.054749501591516,71.20135908384779
14,0.077,0.01744539565341882,0.01857745948256329,0.05489488731812275,0.7859999999999998,23.4,2.7,7.7,"28.05.2025, 19:33:25",78.59999999999998,23.4,32.54861657188119,0.6382638042985523,33.09685746274003,71.29206145210748
15,0.077,0.017423200493554423,0.018553824037928986,0.0548250464945628,0.785,23.4,2.7,7.7,"28.05.2025, 19:33:26",78.5,23.4,32.5486165717513,0.6382638042953618,33.054749501591516,71.20135908384779
16,0.077,0.017487859277590435,0.0184928926822231,0.0548250464945628,0.785,23.3,2.7,7.7,"28.05.2025, 19:33:27",78.5,23.300000000000004,32.5486165717513,0.6382638042953618,33.054749501591516,71.20135908384779
17,0.077,0.017574664601755247,0.018455215914922697,0.05489488731812275,0.7859999999999998,23.2,2.7,7.7,"28.05.2025, 19:33:28",78.59999999999998,23.2,32.54861657188119,0.6382638042985523,33.09685746274003,71.29206145210748
18,0.077,0.017380441934864443,0.018638242097349482,0.05489488731812275,0.7859999999999998,23.5,2.7,7.7,"28.05.2025, 19:33:29",78.59999999999998,23.5,32.54861657188119,0.6382638042985523,33.09685746274003,71.29206145210748
19,0.077,0.01744539565341882,0.01857745948256329,0.05489488731812275,0.7859999999999998,23.4,2.7,7.7,"28.05.2025, 19:33:30",78.59999999999998,23.4,32.54861657188119,0.6382638042985523,33.09685746274003,71.29206145210748
20,0.077,0.017380441934864443,0.018638242097349482,0.05489488731812275,0.7859999999999998,23.5,2.7,7.7,"28.05.2025, 19:33:31",78.59999999999998,23.5,32.54861657188119,0.6382638042985523,33.09685746274003,71.29206145210748
21,0.076,0.017154721909736336,0.01839618700517611,0.054181966703601675,0.7859999999999999,23.5,2.7,7.6,"28.05.2025, 19:33:32",78.6,23.499999999999996,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
22,0.076,0.017304720640437407,0.01829922900337709,0.05425090050347904,0.787,23.3,2.7,7.6,"28.05.2025, 19:33:33",78.7,23.300000000000004,32.54861657067085,0.6382638042688223,33.138965423888564,71.38276382036716
23,0.076,0.017112146236007948,0.018479436943778797,0.05425090050347904,0.787,23.6,2.7,7.6,"28.05.2025, 19:33:34",78.7,23.6,32.54861657067085,0.6382638042688223,33.13896542388856,71.38276382036716
24,0.076,0.01721883207350429,0.018336193774997532,0.054181966703601675,0.7859999999999999,23.4,2.7,7.6,"28.05.2025, 19:33:35",78.6,23.4,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
25,0.076,0.017459635594292602,0.018854691315526934,0.0540105275322386,0.787,23.6,2.8,7.6,"28.05.2025, 19:33:36",78.7,23.6,32.27794963221019,0.6316352337528384,33.81190484776592,71.0664835950508
26,0.076,0.017503075834822746,0.01876975085445306,0.053941899161803725,0.7859999999999999,23.5,2.8,7.6,"28.05.2025, 19:33:37",78.6,23.499999999999996,32.277949632082105,0.6316352337497111,33.768941817463805,70.97618310763649
27,0.076,0.01739371406929356,0.018915521947991693,0.0540105275322386,0.787,23.7,2.8,7.6,"28.05.2025, 19:33:38",78.7,23.7,32.27794963221019,0.6316352337528384,33.81190484776593,71.0664835950508
28,0.076,0.017371612780768406,0.018891486977282677,0.053941899161803725,0.7859999999999999,23.7,2.8,7.6,"28.05.2025, 19:33:39",78.6,23.7,32.277949632082105,0.6316352337497111,33.768941817463805,70.97618310763649
29,0.076,0.017090402721095608,0.01845595608362151,0.054181966703601675,0.7859999999999999,23.6,2.7,7.6,"28.05.2025, 19:33:40",78.6,23.6,32.5486165705396,0.6382638042655983,33.096857462740026,71.29206145210748
30,0.076,0.017132896563795196,0.01837278218710337,0.05411303290372432,0.785,23.5,2.7,7.6,"28.05.2025, 19:33:41",78.5,23.5,32.548616570408,0.6382638042623657,33.054749501591516,71.20135908384779
31,0.076,0.01706865920618328,0.018432475223464237,0.05411303290372432,0.785,23.6,2.7,7.6,"28.05.2025, 19:33:42",78.5,23.599999999999998,32.548616570408,0.6382638042623657,33.054749501591516,71.20135908384779
32,0.076,0.017090402721095608,0.01845595608362151,0.054181966703601675,0.7859999999999999,23.6,2.7,7.6,"28.05.2025, 19:33:43",78.6,23.6,32.5486165705396,0.6382638042655983,33.096857462740026,71.29206145210748
33,0.076,0.01721883207350429,0.018336193774997532,0.054181966703601675,0.7859999999999999,23.4,2.7,7.6,"28.05.2025, 19:33:44",78.6,23.4,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
34,0.076,0.017154721909736336,0.01839618700517611,0.054181966703601675,0.7859999999999999,23.5,2.7,7.6,"28.05.2025, 19:33:45",78.6,23.499999999999996,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
35,0.076,0.017154721909736336,0.01839618700517611,0.054181966703601675,0.7859999999999999,23.5,2.7,7.6,"28.05.2025, 19:33:46",78.6,23.499999999999996,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
36,0.076,0.017154721909736336,0.01839618700517611,0.054181966703601675,0.7859999999999999,23.5,2.7,7.6,"28.05.2025, 19:33:47",78.6,23.499999999999996,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
37,0.076,0.017437450542711543,0.018830733639141256,0.053941899161803725,0.7859999999999999,23.6,2.8,7.6,"28.05.2025, 19:33:48",78.6,23.6,32.277949632082105,0.6316352337497111,33.7689418174638,70.97618310763649
38,0.076,0.01730556335120568,0.018952010128617074,0.053941899161803725,0.7859999999999999,23.8,2.8,7.6,"28.05.2025, 19:33:49",78.6,23.8,32.277949632082105,0.6316352337497111,33.768941817463805,70.97618310763649
39,0.075,0.017208010403991655,0.018582960828099924,0.05323213733072736,0.7859999999999999,23.6,2.8,7.5,"28.05.2025, 19:33:50",78.6,23.6,32.277949630738135,0.631635233716896,33.76894181746381,70.97618310763649
40,0.075,0.017208010403991655,0.018582960828099924,0.05323213733072736,0.7859999999999999,23.6,2.8,7.5,"28.05.2025, 19:33:51",78.6,23.6,32.277949630738135,0.631635233716896,33.76894181746381,70.97618310763649
41,0.075,0.016801850616405725,0.018271875278354985,0.053469046089080596,0.7859999999999999,23.7,2.7,7.5,"28.05.2025, 19:33:52",78.6,23.700000000000003,32.54861656916223,0.6382638042317653,33.09685746274004,71.29206145210748
42,0.075,0.016801850616405725,0.018271875278354985,0.053469046089080596,0.7859999999999999,23.7,2.7,7.5,"28.05.2025, 19:33:53",78.6,23.700000000000003,32.54861656916223,0.6382638042317653,33.09685746274004,71.29206145210748
43,0.075,0.017164849410487067,0.01866663350130759,0.05329986269628809,0.787,23.7,2.8,7.5,"28.05.2025, 19:33:54",78.7,23.7,32.27794963086792,0.631635233720065,33.81190484776593,71.06648359505078
44,0.075,0.017056131014835853,0.018678846864911114,0.05316441196516664,0.785,23.8,2.8,7.5,"28.05.2025, 19:33:55",78.5,23.799999999999997,32.27794963060801,0.6316352337137189,33.725978787161694,70.88588262022219
45,0.076,0.017004213872345474,0.01849194366593144,0.05411303290372432,0.7849999999999999,23.7,2.7,7.6,"28.05.2025, 19:33:56",78.49999999999999,23.7,32.548616570408015,0.6382638042623661,33.054749501591516,71.20135908384779
46,0.075,0.01673796750648283,0.01833041336347051,0.053469046089080596,0.7859999999999999,23.8,2.7,7.5,"28.05.2025, 19:33:57",78.6,23.8,32.54861656916223,0.6382638042317653,33.09685746274003,71.29206145210748
47,0.076,0.017025875291291136,0.01851550028206638,0.054181966703601675,0.7859999999999999,23.7,2.7,7.6,"28.05.2025, 19:33:58",78.6,23.7,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
48,0.075,0.016865529001081195,0.018213114556205442,0.053469046089080596,0.7859999999999999,23.6,2.7,7.5,"28.05.2025, 19:33:59",78.6,23.6,32.54861656916223,0.6382638042317653,33.09685746274003,71.29206145210748
49,0.076,0.01696114040656927,0.018574818874983454,0.054181966703601675,0.7859999999999999,23.8,2.7,7.6,"28.05.2025, 19:34:00",78.6,23.8,32.5486165705396,0.6382638042655983,33.09685746274004,71.29206145210748
50,0.075,0.016780474216130402,0.0182486286176955,0.05340101931288584,0.785,23.7,2.7,7.5,"28.05.2025, 19:34:01",78.5,23.7,32.54861656902887,0.6382638042284897,33.05474950159151,71.20135908384779
51,0.075,0.016886986417113108,0.018236286457676446,0.05353707286527537,0.787,23.6,2.7,7.5,"28.05.2025, 19:34:02",78.7,23.6,32.54861656929525,0.6382638042350327,33.138965423888564,71.38276382036717
52,0.075,0.016716672382428785,0.01830709222687577,0.05340101931288584,0.785,23.8,2.7,7.5,"28.05.2025, 19:34:03",78.5,23.8,32.54861656902887,0.6382638042284897,33.054749501591516,71.20135908384779
53,0.076,0.017025875291291136,0.01851550028206638,0.054181966703601675,0.7859999999999999,23.7,2.7,7.6,"28.05.2025, 19:34:04",78.6,23.7,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
54,0.076,0.01706865920618328,0.018432475223464237,0.05411303290372432,0.785,23.6,2.7,7.6,"28.05.2025, 19:34:05",78.5,23.599999999999998,32.548616570408,0.6382638042623657,33.054749501591516,71.20135908384779
55,0.076,0.01696114040656927,0.018574818874983454,0.054181966703601675,0.7859999999999999,23.8,2.7,7.6,"28.05.2025, 19:34:06",78.6,23.8,32.5486165705396,0.6382638042655983,33.09685746274004,71.29206145210748
56,0.076,0.017025875291291136,0.01851550028206638,0.054181966703601675,0.7859999999999999,23.7,2.7,7.6,"28.05.2025, 19:34:07",78.6,23.7,32.5486165705396,0.6382638042655983,33.09685746274003,71.29206145210748
57,0.076,0.017004213872345474,0.01849194366593144,0.05411303290372432,0.7849999999999999,23.7,2.7,7.6,"28.05.2025, 19:34:08",78.49999999999999,23.7,32.548616570408015,0.6382638042623661,33.054749501591516,71.20135908384779
58,0.076,0.01698271946561071,0.018598450960066133,0.05425090050347904,0.787,23.8,2.7,7.6,"28.05.2025, 19:34:09",78.7,23.8,32.54861657067085,0.6382638042688223,33.138965423888564,71.38276382036716
59,0.075,0.01637205785155119,0.017929691159536007,0.05363531972151482,0.785,23.8,2.6,7.5,"28.05.2025, 19:34:10",78.5,23.799999999999997,32.82218562369836,0.6450041902546427,32.37332518865583,71.51375962868643
60,0.076,0.016611241931248164,0.018064589890472202,0.05421198481508117,0.7829999999999999,23.7,2.6,7.6,"28.05.2025, 19:34:11",78.3,23.7,32.822185624841744,0.6450041902829007,32.29084537925798,71.33155896721206
61,0.075,0.016780474216130402,0.0182486286176955,0.05340101931288584,0.785,23.7,2.7,7.5,"28.05.2025, 19:34:12",78.5,23.7,32.54861656902887,0.6382638042284897,33.05474950159151,71.20135908384779
62,0.076,0.01679949961179498,0.01788965005813998,0.05421198481508117,0.7829999999999998,23.4,2.6,7.6,"28.05.2025, 19:34:13",78.29999999999998,23.399999999999995,32.82218562484175,0.6450041902829009,32.29084537925797,71.33155896721206
63,0.076,0.016716788459991517,0.018052489383176797,0.054350457317801686,0.785,23.6,2.6,7.6,"28.05.2025, 19:34:14",78.5,23.6,32.82218562511268,0.6450041902895968,32.37332518865583,71.51375962868643
64,0.076,0.016653671667981877,0.018110731882529603,0.054350457317801686,0.785,23.7,2.6,7.6,"28.05.2025, 19:34:15",78.5,23.7,32.82218562511268,0.6450041902895968,32.37332518865583,71.51375962868643
65,0.075,0.01643454440919264,0.01787243277881211,0.05363531972151482,0.785,23.7,2.6,7.5,"28.05.2025, 19:34:16",78.5,23.700000000000003,32.82218562369836,0.6450041902546427,32.37332518865583,71.51375962868643
66,0.075,0.016288595535735535,0.017963818039417847,0.053566994473461936,0.7839999999999999,23.9,2.6,7.5,"28.05.2025, 19:34:17",78.39999999999999,23.899999999999995,32.82218562356126,0.6450041902512544,32.33208528395691,71.42265929794925
67,0.076,0.016611241931248164,0.018064589890472202,0.05421198481508117,0.7829999999999999,23.7,2.6,7.6,"28.05.2025, 19:34:18",78.3,23.7,32.822185624841744,0.6450041902829007,32.29084537925798,71.33155896721206
68,0.076,0.01656921774992486,0.018145608799147235,0.05428122106644143,0.784,23.8,2.6,7.6,"28.05.2025, 19:34:19",78.4,23.799999999999997,32.822185624977394,0.6450041902862532,32.33208528395691,71.42265929794925
69,0.076,0.016632456799615024,0.018087660886500906,0.05428122106644143,0.784,23.7,2.6,7.6,"28.05.2025, 19:34:20",78.4,23.7,32.822185624977394,0.6450041902862532,32.33208528395691,71.42265929794925
70,0.076,0.016653671667981877,0.018110731882529603,0.054350457317801686,0.785,23.7,2.6,7.6,"28.05.2025, 19:34:21",78.5,23.7,32.82218562511268,0.6450041902895968,32.37332518865583,71.51375962868643
71,0.076,0.01656921774992486,0.018145608799147235,0.05428122106644143,0.784,23.8,2.6,7.6,"28.05.2025, 19:34:22",78.4,23.799999999999997,32.822185624977394,0.6450041902862532,32.33208528395691,71.42265929794925
72,0.076,0.016632456799615024,0.018087660886500906,0.05428122106644143,0.784,23.7,2.6,7.6,"28.05.2025, 19:34:23",78.4,23.7,32.822185624977394,0.6450041902862532,32.33208528395691,71.42265929794925
73,0.076,0.01633855330892714,0.017644032575502545,0.054515987070270965,0.784,23.6,2.5,7.6,"28.05.2025, 19:34:24",78.4,23.6,33.098844514409144,0.6518630618490017,31.640844211673148,71.73156193456705
74,0.076,0.016152892955611932,0.017814158945024364,0.054515987070270965,0.784,23.9,2.5,7.6,"28.05.2025, 19:34:25",78.4,23.9,33.098844514409144,0.6518630618490017,31.64084421167315,71.73156193456705
75,0.076,0.016090611527527898,0.01787043453372736,0.054515987070270965,0.784,24.0,2.5,7.6,"28.05.2025, 19:34:26",78.4,24.000000000000004,33.098844514409144,0.6518630618490017,31.640844211673148,71.73156193456705
76,0.076,0.016111686596031287,0.017768714662001344,0.054376915674683536,0.782,23.9,2.5,7.6,"28.05.2025, 19:34:27",78.2,23.900000000000002,33.09884451413037,0.6518630618420685,31.56012777235766,71.54857325616256
77,0.076,0.01625610329469946,0.017678379524620782,0.05444645137247724,0.7829999999999999,23.7,2.5,7.6,"28.05.2025, 19:34:28",78.3,23.7,33.09884451426993,0.6518630618455393,31.600485992015397,71.6400675953648
78,0.076,0.016152892955611932,0.017814158945024364,0.054515987070270965,0.784,23.9,2.5,7.6,"28.05.2025, 19:34:29",78.4,23.9,33.098844514409144,0.6518630618490017,31.64084421167315,71.73156193456705
